Name,Set,Type,Numbered,Team
Nathan MacKinnon,2021-22 Upper Deck Tim Hortons Red Die-Cut #DC-44,Insert,,Avalanche
Sidney Crosby,2021-22 Upper Deck UD Portraits #P-19,Insert,,Penguins
Connor McDavid,2021-22 Upper Deck UD Portraits #P-25,Insert,,Oilers
Jason Robertson,2021-22 Upper Deck UD Portraits #P-7,Insert,,Stars
Patrick Kane,2021-22 Upper Deck UD3 #UD3-6,Insert,0161/1000,Blackhawks
Quinton Byfield/Alex Newhook,2021-22 Upper Deck Youngs Guns Checklist UD Canvas #C120,Parallel,,Kings/Avalanche
Matt Boldy,2022-23 Metal Universe 1998-99 Retro Rookies #R-3,Insert,,Stars
Wyatt Johnston,2022-23 Metal Universe 1998-99 Retro Rookies #R-6,Insert,,Stars
Wyatt Johnston,2022-23 Metal Universe 1998-99 Retro Rookies Purple Spectrum #R-6,Insert,170/199,Stars
Wyatt Johnston,2022-23 Metal Universe Aspects #A-29,Insert,,Stars
Connor McDavid,2022-23 Metal Universe Gold Spectrum #101,Parallel,,Oilers
Sidney Crosby,2022-23 Metal Universe Gold Spectrum #105,Parallel,,Penguins
Leon Draisaitl,2022-23 Metal Universe Gold Spectrum #113,Parallel,,Oilers
Patrick Kane,2022-23 Metal Universe Gold Spectrum #116,Parallel,,Blackhawks
Nick Suzuki,2022-23 Metal Universe Gold Spectrum #124,Parallel,,Canadiens
Aleksander Barkov,2022-23 Metal Universe Gold Spectrum #134,Parallel,,Panthers
Nathan MacKinnon,2022-23 Metal Universe Gold Spectrum #141,Parallel,,Avalanche
Quinn Hughes,2022-23 Metal Universe Gold Spectrum #5,Parallel,,Canucks
Wyatt Johnston,2022-23 Metal Universe Premium Prospects #PP-6,Insert,,Stars
Wyatt Johnston,2022-23 O-Pee-Chee Platinum Matte Pink #294,Parallel,,Stars
Matt Boldy,2022-23 O-Pee-Chee Platinum Retro #R-67,Insert,,Wild
Wyatt Johnston,2022-23 SP Authentic Limited Red #134,Parallel,,Stars
Jack Eichel,2022-23 SP Authentic Limited Red #69,Parallel,,Golden Knights
Steven Stamkos,2022-23 SP Authentic Pageantry #P-19,Insert,,Lightning
Mark Stone,2022-23 SP Authentic Pageantry #P-30,Insert,,Golden Knights
Matt Boldy,2022-23 SP Authentic Rookie Authentics #137,Game Used,,Wild
Matt Boldy,2022-23 SP Authentic Top Rookies #TR-2,Insert,,Stars
Wyatt Johnston,2022-23 SP Authentic Top Rookies #TR-21,Insert,,Stars
Wyatt Johnston,2022-23 SP Authentic Top Rookies Blue #TR-21,Insert,,Stars
Kyle Connor,2022-23 SP Game Used Edition Jersey #84,Game Used,,Jets
Matt Boldy,2022-23 SP Game Used Edition New Grooves Jersey #NG-1,Game Used,,Wild
Wyatt Johnston,2022-23 SP Game Used Edition Red #173,Parallel,095/219,Stars
Matt Boldy,2022-23 SPx Grand Finale #102,Parallel,48/50,Wild
Quinn Hughes,2022-23 SPx Grand Finale #76,Parallel,36/50,Canucks
Tage Thompson,2022-23 SPx Grand Finale #95,Parallel,25/50,Sabres
Brandon Hagel,2022-23 Spx Radiance #10,Parallel,004/100,Lightning
Trevor Zegras,2022-23 Spx Radiance #97,Parallel,034/100,Mighty Ducks
Nikita Kucherov,2022-23 Ultra Flair Showcase Legacy Collection #22,Insert,143/150,Lightning
Wyatt Johnston,2022-23 Ultra Rainbow Foil #241,Parallel,,Stars
Matt Boldy,2022-23 Upper Deck �99-00 UD Retro History Class #HC-12,Insert,048/100,Wild
Matt Boldy,2022-23 Upper Deck 1994-95 Rookie Tribute Die-Cuts #RDT-10,Insert,,Wild
Wyatt Johnston,2022-23 Upper Deck 1994-95 Rookie Tribute Die-Cuts #RDT-18,Insert,,Stars
Matt Boldy,2022-23 Upper Deck 1997-98 Spx Retro Bronze #SPX-36,Insert,102/250,Wild
Matt Boldy,2022-23 Upper Deck Allure #114,Base,,Wild
Matt Boldy,2022-23 Upper Deck Allure Color Flow Orange-Yellow #SF-71,Insert,,Wild
Matt Boldy,2022-23 Upper Deck Allure Color Flow Red-Orange #SF-71,Insert,,Wild
Matt Boldy,2022-23 Upper Deck Allure Color Flow Yellow-Green #SF-71,Insert,,Wild
Matt Boldy,2022-23 Upper Deck Allure Iced Out #IO-17,Insert,,Wild
Kyle Connor,2022-23 Upper Deck Attacking Zone #AZ-20,Insert,,Jets
Johnny Gaudreau,2022-23 Upper Deck Attacking Zone #AZ-8,Insert,,Flames
Brad Marchand,2022-23 Upper Deck Clear Cut #15,Parallel,,Bruins
Brandon Hagel,2022-23 Upper Deck Clear Cut #163,Parallel,,Lightning
Nikita Kucherov,2022-23 Upper Deck Clear Cut #413,Parallel,,Lightning
Johnny Gaudreau,2022-23 Upper Deck Clear Cut #26,Parallel,,Flames
Tage Thompson,2022-23 Upper Deck Clear Cut #271,Parallel,,Sabres
Rasmus Dahlin,2022-23 Upper Deck Clear Cut #275,Parallel,,Sabres
Nick Suzuki,2022-23 Upper Deck Clear Cut #344,Parallel,,Canadiens
Evgeni Malkin,2022-23 Upper Deck Clear Cut #392,Parallel,,Penguins
Mark Scheifele,2022-23 Upper Deck Clear Cut #443,Parallel,,Jets
Cale Makar,2022-23 Upper Deck Clear Cut #49,Parallel,,Avalanche
Jason Robertson,2022-23 Upper Deck Clear Cut #61,Parallel,,Stars
Wyatt Johnston,2022-23 Upper Deck Credentials Highly Anticipated #HA-14,Insert,,Stars
Auston Mathews,2022-23 Upper Deck Dazzlers Blue #DZ-1,Insert,,Maple Leafs
Clayton Keller,2022-23 Upper Deck Dazzlers Blue #DZ-19,Insert,,Coyotes
Matt Boldy,2022-23 Upper Deck Dazzlers Blue #DZ-28,Insert,,Wild
Mika Zibanejad,2022-23 Upper Deck Dazzlers Blue #DZ-45,Insert,,Rangers
Wyatt Johnston,2022-23 Upper Deck Dazzlers Blue #DZ-81,Insert,,Stars
Juraj Slafkovsky,2022-23 Upper Deck Dazzlers Blue #DZ-88,Insert,,Canadiens
Brock Nelson,2022-23 Upper Deck Dazzlers Blue #DZ-9,Insert,,Islanders
Auston Matthews,2022-23 Upper Deck Dazzlers Green #DZ-1,Insert,,Maple Leafs
Matthew Tkachuk,2022-23 Upper Deck Dazzlers Green #DZ-117,Insert,,Panthers
Sidney Crosby,2022-23 Upper Deck Dazzlers Green #DZ-134,Insert,,Penguins
Patrick Kane,2022-23 Upper Deck Dazzlers Green #DZ-14,Insert,,Blackhawks
Nikita Kucherov,2022-23 Upper Deck Dazzlers Green #DZ-140,Insert,,Lightning
Alex Ovechkin,2022-23 Upper Deck Dazzlers Green #DZ-147,Insert,,Capitals
Sergei Bobrovsky,2022-23 Upper Deck Dazzlers Green #DZ-15,Insert,,Panthers
Victor Hedman,2022-23 Upper Deck Dazzlers Green #DZ-16,Insert,,Lightning
Matt Boldy,2022-23 Upper Deck Dazzlers Green #DZ-28,Insert,,Wild
Brad Marchand,2022-23 Upper Deck Dazzlers Green #DZ-37,Insert,,Bruins
Quinn Hughes,2022-23 Upper Deck Dazzlers Green #DZ-43,Insert,,Canucks
Mika Zibanejad,2022-23 Upper Deck Dazzlers Green #DZ-45,Insert,,Rangers
Anze Kopitar,2022-23 Upper Deck Dazzlers Green #DZ-48,Insert,,Kings
Brock Nelson,2022-23 Upper Deck Dazzlers Green #DZ-9,Insert,,Islanders
Dylan Holloway,2022-23 Upper Deck Dazzlers Orange #DZ-100,Insert,,Oilers
Patrick Kane,2022-23 Upper Deck Dazzlers Orange #DZ-14,Insert,,Blackhawks
Jordan Spence,2022-23 Upper Deck Dazzlers Orange #DZ-67,Insert,,Kings
Alex Ovechkin,2022-23 Upper Deck Dazzlers Pink #DZ-147,Insert,,Capitals
Anze Kopitar,2022-23 Upper Deck Dazzlers Pink #DZ-48,Insert,,Kings
Patrick Kane,2022-23 Upper Deck Dazzlers Red #DZ-14,Insert,,Blackhawks
Matt Boldy,2022-23 Upper Deck Dazzlers Red #DZ-28,Insert,,Wild
Kyle Connor,2022-23 Upper Deck Free Styles #FS-23,Insert,,Jets
Wyatt Johnston,2022-23 Upper Deck HoloGrFX Gold #HG-6,Insert,,Stars
Matt Boldy,2022-23 Upper Deck HoloGrFX Gold #HG-9,Insert,,Wild
Wyatt Johnston,2022-23 Upper Deck Honor Roll Rainbow #HR79,Insert,190/250,Stars
Kyle Connor,2022-23 Upper Deck Ice Green #20,Parallel,,Jets
Lucas Raymond,2022-23 Upper Deck Ice Green #23,Parallel,,Red Wings
Brad Marchand,2022-23 Upper Deck Ice Green #28,Parallel,,Bruins
Sam Reinhart,2022-23 Upper Deck Ice Green #33,Parallel,,Panthers
Connor Hellebuyck,2022-23 Upper Deck Ice Green #67,Parallel,,Jets
Tomas Hertl,2022-23 Upper Deck Ice Green #68,Parallel,,Sharks
Matt Boldy,2022-23 Upper Deck MVP #222,SP,,Wild
Brad Marchand,2022-23 Upper Deck MVP 20th Anniversary Gold Script #10,Insert,,Bruins
Quinn Hughes,2022-23 Upper Deck MVP 20th Anniversary Gold Script #23,Insert,,Canucks
Jason Robertson,2022-23 Upper Deck MVP 20th Anniversary Gold Script #67,Insert,,Stars
Matt Boldy,2022-23 Upper Deck MVP CL #250,SP,,Wild
Mark Stone,2022-23 Upper Deck MVP Colors and Contours #7,Insert,143/250,Golden Knights
Claude Giroux,2022-23 Upper Deck MVP Colors and Contours #73,Insert,247/250,Panthers
Dylan Cozens,2022-23 Upper Deck MVP Colors and Contours #74,Insert,146/250,Sabres
Kyle Connor,2022-23 Upper Deck MVP Colors and Contours #8,Insert,072/250,Jets
Ryan O�Reilly,2022-23 Upper Deck MVP Colors and Contours #80,Insert,248/250,Blues
Jack Hughes,2022-23 Upper Deck MVP Colors and Contours #84,Insert,028/250,Devils
David Pastrnak,2022-23 Upper Deck MVP Colors and Contours #89,Insert,243/250,Bruins
Nathan MacKinnon,2022-23 Upper Deck MVP Colors and Contours #90,Insert,014/250,Avalanche
Gabriel Landeskog,2022-23 Upper Deck MVP Colors and Contours Green #92,Insert,01/20,Avalanche
Brady Tkachuk,2022-23 Upper Deck MVP Domains Gold #NA-11,Insert,,Senators
Lucas Raymond,2022-23 Upper Deck MVP Domains Gold #NA-7,Insert,,Red Wings
Auston Mathews/Lucas Raymond,2022-23 Upper Deck MVP Encounters on Ice Gold #EI-4,Insert,,Maple Leafs/Red Wings
Patrick Kane,2022-23 Upper Deck MVP Pinpoints #PP-1,Insert,,Blackhawks
Patrick Kane,2022-23 Upper Deck MVP Pinpoints Gold #PP-1,Insert,,Blackhawks
Alex Ovechkin,2022-23 Upper Deck MVP Pinpoints Gold #PP-8,Insert,,Capitals
Matt Boldy,2022-23 Upper Deck MVP Silver Script #222,Parallel,,Wild
J.T. Miller,2022-23 Upper Deck MVP Super Script #135,Parallel,01/25,Canucks
Juraj Slafkovsky,2022-23 Upper Deck O-Pee-Chee Glossy Rookies Bronze #R-20,Insert,,Canadiens
Juraj Slafkovsky,2022-23 Upper Deck O-Pee-Chee Glossy Rookies Gold #R-20,Insert,,Canadiens
Josh Anderson,2022-23 Upper Deck Population Count 500 #PC7,Insert,/500,Canadiens
Matt Boldy,2022-23 Upper Deck Star Rookies #3,Base,,Wild
Larry Robinson,2022-23 Upper Deck Tim Hortons Legends Record Books #RB-2,Insert,,Canadiens
Mario Lemieux,2022-23 Upper Deck Tim Hortons Legends UD Canvas #CL-10,Parallel,,Penguins
Joe Sakic,2022-23 Upper Deck Tim Hortons Legends UD Canvas #CL-11,Parallel,,Avalanche
Bobby Hull,2022-23 Upper Deck Tim Hortons Legends UD Canvas #CL-5,Parallel,,Blackhawks
Steve Yzerman,2022-23 Upper Deck Tim Hortons Legends UD Canvas #CL-7,Parallel,,Red Wings
Luc Robitaille,2022-23 Upper Deck Tim Hortons Legends UD Canvas #CL-9,Parallel,,Kings
Connor McDavid,2022-23 Upper Deck Tim Hortons Red Die-Cut #DC-1,Parallel,,Oilers
Artemi Panarin,2022-23 Upper Deck Tim Hortons Red Die-Cut #DC-14,Parallel,,Rangers
Patrick Kane,2022-23 Upper Deck Tim Hortons Red Die-Cut #DC-5,Parallel,,Blackhawks
Cale Makar,2022-23 Upper Deck Tim Hortons Red Die-Cut #DC-7,Parallel,,Avalanche
Matt Boldy,2022-23 Upper Deck Tim Hortons Spectrum Standouts #C-15,Insert,,Wild
Matt Boldy,2022-23 Upper Deck Trilogy Rookie Renditions #RR-39,Insert,,Wild
Shane Wright,2022-23 Upper Deck UD Canvas #C265,Parallel,,Kraken
Connor McDavid,2022-23 Upper Deck UD Canvas #C34,Parallel,,Oilers
Sidney Crosby,2022-23 Upper Deck UD Canvas #C59,Parallel,,Penguins
Auston Matthews,2022-23 Upper Deck UD Canvas #C76,Parallel,,Maple Leafs
Matt Boldy,2022-23 Upper Deck Young Guns #201,Base,,Wild
Noah Cates,2022-23 Upper Deck Young Guns #249,Base,,Flyers
Shane Wright,2022-23 Upper Deck Young Guns #475,Base,,Kraken
Kaiden Guhle,2022-23 Upper Deck Young Guns #480,Base,,Canadiens
Chris Chelios,2023-24 Artifacts Copper #159,Parallel,059/299,Red Wings
Jarome Iginla,2023-24 Artifacts Ruby #169,Parallel,398/499,Avalanche
Connor Bedard,2023-24 E-X 2000 #109,Base,,Blackhawks
Jack Hughes,2023-24 Metal Blue Spectrum FX #128,Parallel,,Devils
Cole Caufield,2023-24 Metal Blue Spectrum FX #135,Parallel,,Canadiens
Lucas Raymond,2023-24 Metal Blue Spectrum FX #3,Parallel,,Red Wings
Connor Bedard,2023-24 Metal Energetic Explosions Spectrum #EE-15,Insert,024/199,Blackhawks
Mark Scheifele,2023-24 Metal Energetic Explosions Spectrum #EE-4,Insert,091/199,Jets
Auston Mathews,2023-24 Metal Gold Spectrum #108,Parallel,,Maple Leafs
Mikko Rantanen,2023-24 Metal Gold Spectrum #121,Parallel,,Penguins
Erik Karlsson,2023-24 Metal Gold Spectrum #136,Parallel,,Penguins
Nathan MacKinnon,2023-24 Metal Gold Spectrum #138,Parallel,,Avalanche
Anze Kopitar,2023-24 Metal Gold Spectrum #140,Parallel,,Kings
Kirill Kaprizov,2023-24 Metal Gold Spectrum #141,Parallel,,Wild
Leo Carlsson,2023-24 Metal Gold Spectrum #151,Parallel,,Mighty Ducks
Zach Werenski,2023-24 Metal Gold Spectrum #30,Parallel,,Blue Jackets
Connor Bedard,2023-24 Metal Meltdown #M5,Insert,,Blackhawks
Connor Bedard,2023-24 Metal Premium Prospects #PP-1,Insert,,Blackhawks
Nick Schmaltz,2023-24 Metal Purple Spectrum FX #82,Parallel,114/199,Coyotes
Connor Bedard,2023-24 Metal Rookie #R-1,Insert,,Blackhawks
Kirill Kaprizov,2023-24 Metal Spectrum #141,Parallel,,Wild
Leo Carlsson,2023-24 Metal Spectrum #151,Parallel,,Mighty Ducks
Connor Bedard,2023-24 Metal Spectrum #198,Parallel,,Blackhawks
Connor Bedard,2023-24 O-Pee-Chee Platinum #201,Base,,Blackhawks
Sidney Crosby,2023-24 O-Pee-Chee Platinum Photo Driven #PD-9,Insert,,Penguins
Alex Ovechkin,2023-24 O-Pee-Chee Premier #P-31,Insert,,Capitals
Johnny Gaudreau,2023-24 O-Pee-Chee Rainbow #516,Parallel,042/350,Blue Jackets
Nathan MacKinnon,2023-24 O-Pee-Chee Rainbow #531,Parallel,291/350,Avalanche
Connor McDavid/Leon Draisaitl,2023-24 SP Authentic Collaborations #C-1,Insert,,Oilers
Patrick Kane,2023-24 SP Authentic Evolve #E-25,Insert,,Blackhawks/Rangers/Red Wings
Steven Stamkos,2023-24 SP Authentic Evolve #E-4,Insert,,Lightning
Connor McDavid,2023-24 SP Authentic Evolve Blue #E-1,Insert,,Oilers
Steven Stamkos,2023-24 SP Authentic Evolve Blue #E-4,Insert,,Lightning
Jack Eichel,2023-24 SP Authentic Limited Red #15,Parallel,,Golden Knights
Mikko Rantanen,2023-24 SP Authentic Limited Red #24,Parallel,,Avalanche
Kyle Connor,2023-24 SP Authentic Limited Red #47,Parallel,,Jets
Mikko Rantanen,2023-24 SP Authentic Pageantry #P-18,Insert,,Avalanche
Connor McDavid,2023-24 SP Authentic Red Limited #1,Parallel,,Oilers
Sidney Crosby,2023-24 SP Authentic Red Limited #2,Parallel,,Penguins
Nikita Kucherov,2023-24 Spx Radiance #95,Parallel,002/100,Lightning
Connor Bedard,2023-24 Ultra Medallion #M-41,Parallel,,Blackhawks
Nikita Kucherov,2023-24 Ultra Rainbow Foil #191,Parallel,,Lightning
Connor Bedard,2023-24 Upper Deck 1994-95 Rookie Tribute Die-Cuts #RDT-19,Insert,,Blackhawks
Sidney Crosby,2023-24 Upper Deck 1997-98 SPx Holoview Retros #SPx-17,Insert,,Penguins
Connor Bedard,2023-24 Upper Deck 1998-99 UD3 #UD3-3,Insert,,Blackhawks
Sidney Crosby,2023-24 Upper Deck 2007-08 Black Diamond Retros #BD-42,Insert,,Penguins
Connor Bedard,2023-24 Upper Deck Allure #102,Base,,Blackhawks
Sidney Crosby,2023-24 Upper Deck Allure #66,Base,,Penguins
Connor Bedard,2023-24 Upper Deck Allure Color Flow Orange Yellow #CF-16,Insert,,Blackhawks
Connor Bedard,2023-24 Upper Deck Allure Color Flow Red Orange #CF-16,Insert,,Blackhawks
Connor Bedard,2023-24 Upper Deck Allure Color Flow Yellow Green #CF-16,Insert,,Blackhawks
Connor McDavid,2023-24 Upper Deck Bee Hive #BH-10,Insert,,Oilers
Steven Stamkos,2023-24 Upper Deck Clear Cut #161,Parallel,,Lightning
Nikita Kucherov,2023-24 Upper Deck Clear Cut #162,Parallel,,Lightning
Jason Robertson,2023-24 Upper Deck Clear Cut #305,Parallel,,Stars
Jack Eichel,2023-24 Upper Deck Clear Cut #430,Parallel,,Golden Knights
Kyle Connor,2023-24 Upper Deck Clear Cut #443,Parallel,,Jets
Nikita Kucherov,2023-24 Upper Deck Clear Cut #656,Parallel,,Lightning
Quinn Hughes,2023-24 Upper Deck Dazzlers Blue #DZ-103,Insert,,Canucks
Matt Boldy,2023-24 Upper Deck Dazzlers Blue #DZ-105,Insert,,Wild
Evgeni Malkin,2023-24 Upper Deck Dazzlers Blue #DZ-107,Insert,,Penguins
Leo Carlsson,2023-24 Upper Deck Dazzlers Blue #DZ-122,Insert,,Mighty Ducks
Aleksander Barkov,2023-24 Upper Deck Dazzlers Blue #DZ-132,Insert,,Panthers
Jack Hughes,2023-24 Upper Deck Dazzlers Blue #DZ-137,Insert,,Devils
Steven Stamkos,2023-24 Upper Deck Dazzlers Blue #DZ-21,Insert,,Lightning
Mikko Rantanen,2023-24 Upper Deck Dazzlers Blue #DZ-4,Insert,,Avalanche
Sam Reinhart,2023-24 Upper Deck Dazzlers Blue #DZ-6,Insert,,Panthers
Matthew Tkachuk,2023-24 Upper Deck Dazzlers Blue #DZ-61,Insert,,Panthers
Jack Eichel,2023-24 Upper Deck Dazzlers Blue #DZ-62,Insert,,Golden Knights
Jason Robertson,2023-24 Upper Deck Dazzlers Blue #DZ-71,Insert,,Stars
Connor Bedard,2023-24 Upper Deck Dazzlers Blue #DZ-79,Insert,,Blackhawks
Filip Forsberg,2023-24 Upper Deck Dazzlers Blue #DZ-81,Insert,,Predators
Mitch Marner,2023-24 Upper Deck Dazzlers Blue #DZ-85,Insert,,Maple Leafs
Nathan MacKinnon,2023-24 Upper Deck Dazzlers Blue #DZ-87,Insert,,Avalanche
Quinn Hughes,2023-24 Upper Deck Dazzlers Green #DZ-103,Insert,,Canucks
Leo Carlsson,2023-24 Upper Deck Dazzlers Green #DZ-122,Insert,,Mighty Ducks
Steven Stamkos,2023-24 Upper Deck Dazzlers Green #DZ-21,Insert,,Lightning
Mikko Rantanen,2023-24 Upper Deck Dazzlers Green #DZ-4,Insert,,Avalanche
Sam Reinhart,2023-24 Upper Deck Dazzlers Green #DZ-6,Insert,,Panthers
Jack Eichel,2023-24 Upper Deck Dazzlers Green #DZ-62,Insert,,Golden Knights
Stuart Skinner,2023-24 Upper Deck Dazzlers Green #DZ-63,Insert,,Oilers
Lucas Raymond,2023-24 Upper Deck Dazzlers Green #DZ-73,Insert,,Red Wings
Sidney Crosby,2023-24 Upper Deck Dazzlers Green #DZ-75,Insert,,Penguins
Connor Bedard,2023-24 Upper Deck Dazzlers Green #DZ-79,Insert,,Blackhawks
Kyle Connor,2023-24 Upper Deck Dazzlers Green #DZ-80,Insert,,Jets
Connor McDavid,2023-24 Upper Deck Dazzlers Green #DZ-86,Insert,,Oilers
Nathan MacKinnon,2023-24 Upper Deck Dazzlers Green #DZ-87,Insert,,Avalanche
Brady Tkachuk,2023-24 Upper Deck Dazzlers Green #DZ-89,Insert,,Senators
Rasmus Dahlin,2023-24 Upper Deck Dazzlers Green #DZ-91,Insert,,Sabres
Mats Zuccarello,2023-24 Upper Deck Dazzlers Green #DZ-97,Insert,,Wild
Clayton Keller,2023-24 Upper Deck Dazzlers Orange #DZ-100,Insert,,Coyotes
Johnny Gaudreau,2023-24 Upper Deck Dazzlers Orange #DZ-46,Insert,,Blue Jackets
Josh Morrissey,2023-24 Upper Deck Dazzlers Orange #DZ-49,Insert,,Jets
Erik Karlsson,2023-24 Upper Deck Dazzlers Orange #DZ-59,Insert,,Sharks
Matthew Tkachuk,2023-24 Upper Deck Dazzlers Orange #DZ-61,Insert,,Panthers
Tage Thompson,2023-24 Upper Deck Dazzlers Orange #DZ-69,Insert,,Sabres
Trevor Zegras,2023-24 Upper Deck Dazzlers Orange #DZ-7,Insert,,Mighty Ducks
Jason Robertson,2023-24 Upper Deck Dazzlers Orange #DZ-71,Insert,,Stars
Sidney Crosby,2023-24 Upper Deck Dazzlers Orange #DZ-75,Insert,,Penguins
Connor Bedard,2023-24 Upper Deck Dazzlers Orange #DZ-79,Insert,,Blackhawks
Brady Tkachuk,2023-24 Upper Deck Dazzlers Orange #DZ-89,Insert,,Senators
Mats Zuccarello,2023-24 Upper Deck Dazzlers Orange #DZ-97,Insert,,Wild
Brad Marchand,2023-24 Upper Deck Dazzlers Pink #DZ-101,Insert,,Bruins
Matt Boldy,2023-24 Upper Deck Dazzlers Pink #DZ-105,Insert,,Wild
Erik Karlsson,2023-24 Upper Deck Dazzlers Pink #DZ-59,Insert,,Sharks
Jason Robertson,2023-24 Upper Deck Dazzlers Pink #DZ-71,Insert,,Stars
Brady Tkachuk,2023-24 Upper Deck Dazzlers Pink #DZ-89,Insert,,Senators
Sidney Crosby,2023-24 Upper Deck Ecliptic Sparkle #EC-6,Insert,,Penguins
Connor Bedard,2023-24 Upper Deck Game Dated Moments #1 (Rookie Debut),Base,"/1,199",Blackhawks
Connor Bedard,2023-24 Upper Deck Game Dated Moments #18 (First Multi-Point Game),Base,"/1,199",Blackhawks
Connor Bedard,2023-24 Upper Deck Game Dated Moments #2 (First Goal),Base,"/1,199",Blackhawks
Connor Bedard,2023-24 Upper Deck Game Dated Moments #72 (Five Point Game),Base,"/1,199",Blackhawks
Connor Bedard,2023-24 Upper Deck HoloGrFX Gold #HG-1,Insert,,Blackhawks
Jack Quinn,2023-24 Upper Deck Ice Green #4,Parallel,,Sabres
Seth Jarvis,2023-24 Upper Deck Ice Green #56,Parallel,,Hurricanes
Tage Thompson,2023-24 Upper Deck Ice Green #78,Parallel,,Sabres
Mark Stone,2023-24 Upper Deck Ice Green #79,Parallel,,Golden Knights
Brandon Hagel,2023-24 Upper Deck Ice Green #84,Parallel,,Lightning
Anze Kopitar,2023-24 Upper Deck Ice Green #86,Parallel,,Kings
Artemi Panarin,2023-24 Upper Deck MVP Colors and Contours #MT-50,Parallel,116/250,Rangers
Tage Thompson,2023-24 Upper Deck MVP Colors and Contours #MT-88,Parallel,233/250,Sabres
Nathan MacKinnon,2023-24 Upper Deck MVP Colors and Contours #MT-9,Parallel,193/250,Avalanche
Connor Bedard,2023-24 Upper Deck NHL Firsts #NF-18,Insert,,Blackhawks
Connor Bedard,2023-24 Upper Deck O-Pee-Chee Glossy #R-47,Insert,,Blackhawks
Connor Bedard,2023-24 Upper Deck O-Pee-Chee Glossy Gold #R-47,Insert,,Blackhawks
Connor McDavid/Steven Stamkos,2023-24 Upper Deck Outburst #199,Parallel,,Oilers/Lightning
Nathan MacKinnon/Kirill Kaprizov,2023-24 Upper Deck Outburst #200,Parallel,,Avalanche/Wild
Zach Werenski,2023-24 Upper Deck Outburst #304,Parallel,,Blue Jackets
Jason Robertson,2023-24 Upper Deck Outburst #305,Parallel,,Stars
Brandon Hagel,2023-24 Upper Deck Outburst #412,Parallel,,Lightning
Jack Eichel,2023-24 Upper Deck Outburst #430,Parallel,,Golden Knights
Cale Makar/Erik Karlsson,2023-24 Upper Deck Outburst #449,Parallel,,Avalanche/Sharks
Nathan MacKinnon,2023-24 Upper Deck Outburst #668,Parallel,,Avalanche
Jason Robertson,2023-24 Upper Deck Outburst #670,Parallel,,Stars
Cale Makar,2023-24 Upper Deck Outburst #673,Parallel,,Avalanche
Jack Hughes,2023-24 Upper Deck Outburst #680,Parallel,,Devils
Alex Ovechkin,2023-24 Upper Deck Outburst #682,Parallel,,Capitals
Juraj Slafkovsky,2023-24 Upper Deck Outburst #99,Parallel,,Canadiens
Connor McDavid,2023-24 Upper Deck PC�s Sparkle #PC-11,Insert,,Oilers
Cole Caufield,2023-24 Upper Deck PC�s Sparkle #PC-17,Insert,,Canadiens
Nathan MacKinnon,2023-24 Upper Deck PC�s Sparkle #PC-4,Insert,,Avalanche
Connor Bedard,2023-24 Upper Deck Rookie Commemorative Class #RC-21,Insert,,Blackhawks
Connor Bedard,2023-24 Upper Deck Rookie Commemorative Class Red #RC-21,Insert,,Blackhawks
Sidney Crosby,2023-24 Upper Deck Seeing Red #SR-63,Insert,,Penguins
Connor McDavid,2023-24 Upper Deck Silver Skates #SS-27,Insert,,Oilers
